section,program_title,current_slug,matched_source_folder,matched_source_file,matching_reason,confidence,existing_media_count,new_media_count,primary_image_status,gallery_status,seo_metadata_status,legacy_candidates,action
tour,"9 Days Private Tour from Casablanca",9-days-private-tour-from-casablanca,"assets/images/programs/Desert Tours from Casablanca/9-day private tour from Casablanca",9-day-private-tour-from-casablanca-todra-gorge-canyon-road-cover.webp,"normalized-exact: Duration matches: 9 days | Origin matches: Casablanca | 'Private tour' matches",0.98,2,0,attached,attached,complete,,attached
tour,"2 Days Casablanca to Chefchaouen",2-days-casablanca-to-chefchaouen,"assets/images/programs/Desert Tours from Casablanca/2-day Casablanca to Chefchaouen",2-day-casablanca-to-chefchaouen-chefchaouen-blue-medina-stairs-cover.webp,"normalized-exact: Duration matches: 2 days | Origin matches: Casablanca | Destination matches: Chefchaouen",0.98,2,0,attached,attached,complete,,attached
tour,"4 Days Atlas & Zagora Desert Tour",4-days-atlas-zagora-desert-tour,,,"no prepared source in public/assets/images/programs",0,0,0,"no source","no source",n/a,"2-day-tour-agadir-to-zagora-desert-primary.webp | 2-day-tour-marrakech-to-zagora-desert-primary.webp | 4-day-atlas-desert-zagora-merzouga-secondary.webp | 4-day-atlas-zagora-combined-tour-primary.webp","manual review (legacy candidates need preparation)"
tour,"5 Days Toubkal & Merzouga Tour",5-days-toubkal-merzouga-tour,,,"no prepared source in public/assets/images/programs",0,0,0,"no source","no source",n/a,"5-day-fes-merzouga-marrakech-sahara-secondary.webp | 5-day-marrakech-merzouga-sahara-secondary.webp | 5-day-toubkal-desert-trip-secondary.webp | 5-day-toubkal-merzouga-combined-tour-primary.webp","manual review (legacy candidates need preparation)"
tour,"Marrakech to Essaouira Day Trip",marrakech-to-essaouira-day-trip,,,"no prepared source in public/assets/images/programs",0,0,0,"no source","no source",n/a,,"no source found anywhere"
tour,"Agafay Desert Tour from Marrakech",agafay-desert-tour-from-marrakech,,,"no prepared source in public/assets/images/programs",0,0,0,"no source","no source",n/a,agafay-luxury-desert-camp-marrakech-primary.webp,"manual review (legacy candidates need preparation)"
tour,"Marrakech to Ait Benhaddou Day Trip",marrakech-to-ait-benhaddou-day-trip,,,"no prepared source in public/assets/images/programs",0,0,0,"no source","no source",n/a,"14-day-morocco-tour-ait-benhaddou-secondary.webp | ait-benhaddou-day-trip-from-marrakech.webp","manual review (legacy candidates need preparation)"
tour,"Marrakech to Ourika Valley Day Trip",marrakech-to-ourika-valley-day-trip,,,"no prepared source in public/assets/images/programs",0,0,0,"no source","no source",n/a,ourika-valley-day-trip-from-marrakech.webp,"manual review (legacy candidates need preparation)"
tour,"Marrakech to Ouzoud Waterfalls Day Trip",marrakech-to-ouzoud-waterfalls-day-trip,,,"no prepared source in public/assets/images/programs",0,0,0,"no source","no source",n/a,ouzoud-waterfalls-day-trip-from-marrakech.webp,"manual review (legacy candidates need preparation)"
tour,"Fes to Atlas Mountains Day Trip",fes-to-atlas-mountains-day-trip,,,"no prepared source in public/assets/images/programs",0,0,0,"no source","no source",n/a,"atlas-mountains-day-trip-from-fes-primary.webp | atlas-mountains-toubkal-morocco.webp | middle-atlas-ifrane-day-trip-fes-secondary.webp","manual review (legacy candidates need preparation)"
tour,"Fes to Chefchaouen Day Trip",fes-to-chefchaouen-day-trip,,,"no prepared source in public/assets/images/programs",0,0,0,"no source","no source",n/a,"2-day-fes-chefchaouen-blue-city-secondary.webp | 2-day-tour-fes-to-chefchaouen-primary.webp | 3-day-casablanca-chefchaouen-fes-tour-primary.webp | 3-day-casablanca-fes-chefchaouen-secondary.webp","manual review (legacy candidates need preparation)"
tour,"Meknes & Volubilis Day Trip from Fes",meknes-volubilis-day-trip-from-fes,,,"no prepared source in public/assets/images/programs",0,0,0,"no source","no source",n/a,"meknes-volubilis-day-trip-from-fes-primary.webp | volubilis-roman-ruins-fes-day-trip-secondary.webp","manual review (legacy candidates need preparation)"
tour,"Rabat Day Trip from Fes",rabat-day-trip-from-fes,,,"no prepared source in public/assets/images/programs",0,0,0,"no source","no source",n/a,"rabat-capital-from-fes-secondary.webp | rabat-day-trip-from-fes-primary.webp","manual review (legacy candidates need preparation)"
tour,"Guided Medina Tour in Fes",guided-medina-tour-in-fes,,,"no prepared source in public/assets/images/programs",0,0,0,"no source","no source",n/a,"fes-imperial-city-medina.webp | fes-medina-excursion-souks-secondary.webp | fes-medina-guided-walking-tour-primary.webp","manual review (legacy candidates need preparation)"
tour,"Casablanca to Fes Day Trip",casablanca-to-fes-day-trip,,,"no prepared source in public/assets/images/programs",0,0,0,"no source","no source",n/a,"3-day-casablanca-chefchaouen-fes-tour-primary.webp | 3-day-casablanca-fes-chefchaouen-secondary.webp | fes-day-trip-from-casablanca-primary.webp | fes-imperial-from-casablanca-secondary.webp","manual review (legacy candidates need preparation)"
tour,"Casablanca to Marrakech Day Trip",casablanca-to-marrakech-day-trip,,,"no prepared source in public/assets/images/programs",0,0,0,"no source","no source",n/a,,"no source found anywhere"
tour,"Casablanca to Rabat Day Trip",casablanca-to-rabat-day-trip,,,"no prepared source in public/assets/images/programs",0,0,0,"no source","no source",n/a,"2-day-marrakech-casablanca-rabat-secondary.webp | 2-day-marrakech-casablanca-rabat-tour-primary.webp | rabat-capital-from-casablanca-secondary.webp | rabat-day-trip-from-casablanca-primary.webp","manual review (legacy candidates need preparation)"
tour,"15-Day Spain & Morocco Private Tour",15-day-spain-morocco-private-tour,,,"no prepared source in public/assets/images/programs",0,0,0,"no source","no source",n/a,"15-day-spain-morocco-private-tour-primary.webp | 15-day-spain-morocco-private-tour-secondary.webp | 15-day-spain-morocco-tour-marrakech-tertiary.webp","manual review (legacy candidates need preparation)"
activity,"Marrakech Horse Riding Tour",marrakech-horse-riding-tour,"assets/images/programs/Marrakech Activities/2-Hour Horse Riding from Marrakech",2-hour-horse-riding-from-marrakech-horse-riding-marrakech-atlas-trail-cover.webp,"normalized-exact: Activity type matches: horse riding | Location matches: Marrakech | Duration matches: 2 hours | Only horse-riding activity",0.9,2,0,attached,attached,complete,,attached
activity,"Agafay Desert Tour from Marrakech — Luxury Camp",agafay-desert-tour-from-marrakech-luxury-camp,"assets/images/programs/Marrakech Activities/Agafay Luxury Desert Camp with Dinner",agafay-luxury-desert-camp-with-dinner-agafay-desert-luxury-camp-tents-cover.webp,"normalized-exact: Agafay desert matches | Luxury camp matches | Only Agafay activity",0.92,2,0,attached,attached,complete,,attached
activity,"Marrakech Camel Ride — Palmeraie",marrakech-camel-ride-palmeraie,"assets/images/programs/Marrakech Activities/Camel Ride Marrakech Palmeries",camel-ride-marrakech-palmeries-camel-ride-marrakech-palm-grove-cover.webp,"normalized-exact: Camel ride matches | Palmeraie/Palmeries matches | Location matches: Marrakech",0.95,2,0,attached,attached,complete,,attached
activity,"Chez Ali Fantasia Show",chez-ali-fantasia-show,"assets/images/programs/Marrakech Activities/Chez Ali Fantasia Show",chez-ali-fantasia-show-chez-ali-fantasia-horse-riders-cover.webp,"exact: Title identical to folder name",1,2,0,attached,attached,complete,,attached
activity,"Marrakech Hot Air Balloon",marrakech-hot-air-balloon,"assets/images/programs/Marrakech Activities/Hot Air Balloon over Marrakech",hot-air-balloon-over-marrakech-hot-air-balloon-marrakech-sunrise-cover.webp,"normalized-exact: Hot air balloon matches | Location matches: Marrakech",0.95,2,0,attached,attached,complete,,attached
activity,"Marrakech Cooking Class",marrakech-cooking-class,"assets/images/programs/Marrakech Activities/Marrakech Cooking Class",marrakech-cooking-class-marrakech-cooking-class-tagine-cover.webp,"exact: Title identical to folder name",1,2,0,attached,attached,complete,,attached
activity,"Marrakech Food Tour — Medina Street Food",marrakech-food-tour-medina-street-food,"assets/images/programs/Marrakech Activities/Marrakech Gastronomic Food Tour",marrakech-gastronomic-food-tour-marrakech-street-food-tour-medina-cover.webp,"high-confidence: Food tour matches | Location matches: Marrakech | Images show medina street food and market stalls | Only food-tour activity",0.88,2,0,attached,attached,complete,,attached
activity,"Marrakech Hammam & Moroccan Massage",marrakech-hammam-moroccan-massage,"assets/images/programs/Marrakech Activities/Marrakech Hammam and Massage",marrakech-hammam-and-massage-marrakech-traditional-hammam-spa-cover.webp,"normalized-exact: Hammam and massage matches | Location matches: Marrakech",0.97,2,0,attached,attached,complete,,attached
activity,"Marrakech Jewish Heritage Tour — Full Day",marrakech-jewish-heritage-tour-full-day,"assets/images/programs/Marrakech Activities/Marrakech Jewish Heritage Full-Day Tour",marrakech-jewish-heritage-full-day-tour-marrakech-mellah-jewish-quarter-cover.webp,"normalized-exact: Jewish heritage matches | Full-day duration matches | Location matches: Marrakech",0.97,2,0,attached,attached,complete,,attached
activity,"Marrakech Medina Tour — Half-Day",marrakech-medina-tour-half-day,"assets/images/programs/Marrakech Activities/Marrakech Medina Half-Day Tour",marrakech-medina-half-day-tour-marrakech-medina-souk-alleys-cover.webp,"normalized-exact: Medina tour matches | Half-day duration matches | Location matches: Marrakech",0.97,2,0,attached,attached,complete,,attached
activity,"Marrakech Quad Biking & Buggy Ride",marrakech-quad-biking-buggy-ride,"assets/images/programs/Marrakech Activities/Quad Ride Marrakech Buggy Experience",quad-ride-marrakech-buggy-experience-quad-biking-marrakech-palmeraie-cover.webp,"normalized-exact: Quad and buggy match | Location matches: Marrakech | Palmeraie setting matches",0.92,2,0,attached,attached,complete,,attached
